1, 0, 0
-4.98, 10.08, -26.29
-5.02, 9.39, -28.13
-5.9, 9.2, -32.67
-6.13, 8.7, -35.17
-6.21, 8.39, -36.51
-7.01, 7.4, -43.45
-7.43, 7.28, -45.58
-8.28, 6.44, -52.13
-8.85, 6.13, -55.29
-8.12, 5.67, -55.07
-7.43, 4.71, -57.63
-6.4, 3.91, -58.58
-6.05, 3.53, -59.74
-6.25, 3.22, -62.74
-6.67, 3.83, -60.14
-6.63, 4.41, -56.37
-7.43, 5.06, -55.74
-6.97, 5.48, -51.82
-6.94, 7.36, -43.32
-6.44, 7.7, -39.91
-6.74, 8.74, -37.64
-5.21, 9.81, -27.97
-5.36, 10.19, -27.74
-3.95, 10.5, -20.62
-3.49, 11.69, -16.62
-2.03, 11.84, -9.73
-2.07, 11.27, -10.41
-0.27, 11.46, -1.35
1.46, 12.34, 6.75
1.38, 10.35, 7.59
3.6, 9.73, 20.3
2.07, 10.15, 11.53
2.64, 9.7, 15.23
3.64, 8.81, 22.45
5.59, 9.47, 30.55
6.02, 8.01, 36.93
6.25, 7.89, 38.38
6.44, 8.09, 38.52
6.94, 6.36, 47.5
6.71, 5.67, 49.8
5.98, 5.59, 46.93
5.1, 4.29, 49.93
4.91, 4.25, 49.12
4.64, 4.79, 44.09
4.68, 4.48, 46.25
5.29, 5.52, 43.78
4.79, 6.51, 36.35
4.91, 7.93, 31.76
4.1, 9.39, 23.59
2.61, 10.88, 13.49
3.03, 12.07, 14.09
2.84, 13.45, 11.92
2.87, 12.99, 12.46
2.15, 13.87, 8.81
-0.31, 12.95, -1.37
-1.15, 11.42, -5.75
-2.26, 11.69, -10.94
-4.02, 10.69, -20.61
-5.1, 10.35, -26.23
-5.82, 9.81, -30.68
-5.71, 9.16, -31.94
-6.32, 8.01, -38.27
-5.86, 7.4, -38.38
-7.24, 6.13, -49.75
-7.2, 5.21, -54.11
-7.24, 5.1, -54.84
-6.94, 4.25, -58.52
-7.01, 3.76, -61.79
-6.02, 3.91, -57.0
-5.94, 4.45, -53.16
-6.44, 4.83, -53.13
-6.28, 5.67, -47.92
-6.13, 6.82, -41.95
-6.13, 7.86, -37.95
-4.79, 9.66, -26.37
-4.48, 10.27, -23.57
-4.45, 11.3, -21.49
-4.94, 11.99, -22.39
-3.49, 12.61, -15.47
-2.38, 12.42, -10.85
-1.03, 11.69, -5.04
0.31, 12.15, 1.46
1.07, 11.92, 5.13
2.84, 11.0, 14.48
4.1, 11.07, 20.32
4.29, 11.0, 21.31
4.91, 9.08, 28.4
5.52, 9.01, 31.49
5.86, 8.09, 35.92
6.05, 7.32, 39.57
6.13, 6.25, 44.44
5.86, 5.9, 44.81
6.48, 4.87, 53.07
6.36, 4.37, 55.51
5.71, 4.1, 54.32
5.44, 4.14, 52.73
5.33, 4.48, 49.95
5.1, 5.1, 45.0
4.87, 6.13, 38.47
5.02, 7.32, 34.44
4.52, 8.47, 28.09
3.64, 10.88, 18.5
2.45, 11.84, 11.69
2.53, 13.68, 10.48
2.41, 14.14, 9.67
-0.11, 12.72, -0.5
-0.8, 12.91, -3.55
-2.18, 11.88, -10.4
-2.07, 11.46, -10.24
-6.02, 9.81, -31.54
-5.06, 9.35, -28.42
-8.12, 8.43, -43.93
-7.17, 7.32, -44.41
-7.13, 5.67, -51.51
-6.78, 5.59, -50.49
-6.59, 4.91, -53.31
-5.94, 3.45, -59.85
-5.59, 3.26, -59.75
-5.75, 3.49, -58.74
-6.28, 4.06, -57.12
-5.71, 5.06, -48.45
-5.94, 6.44, -42.69
-5.1, 9.92, -27.21
-5.44, 10.0, -28.55
-5.56, 10.54, -27.81
-4.94, 11.65, -22.98
-3.68, 11.96, -17.1
-2.3, 12.07, -10.79
-1.26, 12.19, -5.9
0.19, 11.88, 0.92
0.88, 12.03, 4.18
1.84, 11.5, 9.09
2.76, 11.15, 13.9
4.37, 10.58, 22.44
4.83, 10.15, 25.45
5.36, 9.77, 28.75
5.4, 8.28, 33.11
5.79, 7.43, 37.93
5.02, 6.59, 37.3
4.68, 5.79, 38.95
4.71, 4.98, 43.4
5.17, 4.6, 48.34
5.06, 4.87, 46.1
4.87, 5.1, 43.68
5.36, 5.94, 42.06
5.67, 6.9, 39.41
4.37, 9.27, 25.24
3.45, 9.96, 19.11
3.18, 11.0, 16.12
2.49, 12.3, 11.44
1.26, 13.18, 5.46
0.54, 13.3, 2.33
-1.57, 13.99, -6.4
-1.88, 12.84, -8.33
-2.87, 12.68, -12.75
-3.72, 11.96, -17.28
-4.83, 11.04, -23.63
-5.25, 9.43, -29.11
-6.17, 8.09, -37.33
-6.74, 7.09, -43.55
-6.86, 6.17, -48.03
-6.36, 4.33, -55.75
-5.9, 3.68, -58.05
-5.86, 2.95, -63.28
-5.98, 2.8, -64.91001
-6.51, 3.26, -63.4
-6.63, 4.29, -57.09
-6.55, 4.94, -52.98
-6.09, 6.36, -43.76
-5.36, 7.43, -35.81
-5.17, 9.24, -29.23
-3.99, 10.42, -20.95
-4.68, 12.45, -20.6
-1.99, 13.14, -8.61
-2.49, 13.72, -10.29
-1.99, 14.79, -7.66
-1.72, 13.45, -7.29
1.57, 12.34, 7.25
2.49, 11.92, 11.8
9.31, 11.23, 39.66
4.83, 11.8, 22.26
5.75, 9.35, 31.59
6.86, 8.2, 39.92
6.94, 7.36, 43.32
6.25, 4.79, 52.53
6.17, 2.45, 68.34
3.83, 1.8, 64.83
4.75, 2.61, 61.21
8.78, 6.09, 55.25
7.2, 0.88, 83.03
9.43, 1.46, 81.2
6.17, 3.22, 62.44
7.32, 3.26, 65.99
7.09, 3.79, 61.87
6.74, 5.56, 50.48
5.71, 5.59, 45.61
5.82, 6.36, 42.46
5.25, 8.66, 31.23
4.94, 9.5, 27.47
3.72, 10.77, 19.06
2.72, 12.26, 12.51
1.76, 13.64, 7.35
2.18, 13.49, 9.18
0.54, 13.6, 2.27
-1.26, 13.3, -5.41
-3.64, 13.41, -15.19
-2.76, 12.49, -12.46
-3.6, 11.11, -17.95
-4.68, 9.66, -25.85
-6.74, 8.81, -37.42
-7.05, 7.93, -41.64
-5.71, 6.55, -41.08
-5.13, 5.33, -43.9
-5.33, 3.72, -55.09
-5.48, 3.79, -55.33
-5.52, 3.53, -57.4
-5.75, 3.76, -56.82
-5.56, 5.29, -46.43
-6.21, 6.05, -45.75
-5.94, 7.63, -37.9
-5.94, 9.35, -32.43
-4.52, 9.85, -24.65
-5.36, 11.11, -25.75
-4.98, 12.38, -21.91
-3.87, 11.65, -18.38
-2.68, 12.11, -12.48
-1.3, 12.07, -6.15
0.15, 12.03, 0.71
0.88, 11.88, 4.24
1.99, 11.38, 9.92
2.41, 11.15, 12.2
3.76, 10.92, 19.0
4.18, 9.85, 22.99
4.48, 9.31, 25.7
4.75, 8.2, 30.08
5.67, 7.55, 36.91
6.13, 6.86, 41.78
6.82, 6.25, 47.5
8.16, 5.44, 56.31
7.89, 5.75, 53.92
6.63, 4.75, 54.38
5.67, 4.02, 54.66
4.98, 4.22, 49.72
4.75, 4.06, 49.48
4.75, 4.25, 48.18
1.99, 7.36, 15.13
4.41, 6.82, 32.89
4.29, 11.0, 21.31
4.64, 10.84, 23.17
2.18, 13.57, 9.13
1.42, 13.11, 6.18
0.46, 14.87, 1.77
-1.07, 13.95, -4.39
-2.38, 14.72, -9.18
-2.61, 13.14, -11.23
-2.72, 10.88, -14.04
-3.22, 10.08, -17.72
-5.63, 6.17, -42.38
-5.21, 7.17, -36.0
-5.17, 5.29, -44.34
-5.21, 4.22, -50.99
-5.29, 5.44, -44.2
-4.91, 5.33, -42.65
-4.94, 5.79, -40.47
-4.87, 7.17, -34.19
-4.91, 8.97, -28.7
-4.52, 9.47, -25.51
-3.68, 11.57, -17.64
-4.1, 12.57, -18.06
-3.3, 12.26, -15.07
-2.22, 12.38, -10.17
-0.92, 12.68, -4.15
0.34, 12.49, 1.56
1.57, 11.99, 7.46
3.26, 11.8, 15.44
4.06, 10.31, 21.49
4.91, 9.04, 28.51
5.02, 8.55, 30.42
5.17, 7.13, 35.95
5.25, 6.55, 38.71
4.98, 5.44, 42.47
4.98, 4.94, 45.23
4.52, 4.79, 43.34
5.13, 5.67, 42.14
4.98, 6.25, 38.55
4.1, 7.36, 29.12
3.37, 9.27, 19.98
2.72, 10.58, 14.42
2.38, 12.34, 10.92
1.3, 13.22, 5.62
1.49, 14.52, 5.86
1.65, 14.6, 6.45
-0.54, 13.41, -2.31
-1.99, 13.07, -8.66
-3.72, 12.07, -17.13
-4.29, 11.15, -21.04
-4.45, 10.35, -23.27
-6.55, 8.81, -36.63
-5.4, 7.89, -34.39
-4.94, 5.86, -40.13
