1, 0, 0
-0.27, 10.46, -1.48
-0.57, 10.19, -3.2
-0.5, 10.08, -2.84
-0.46, 10.12, -2.6
-0.42, 10.23, -2.35
-0.42, 10.19, -2.36
-0.54, 10.15, -3.05
-0.42, 10.08, -2.39
-0.42, 10.23, -2.35
-0.27, 10.08, -1.53
-0.31, 10.15, -1.75
-0.42, 10.12, -2.38
-0.42, 10.12, -2.38
-0.19, 10.38, -1.05
0.19, 9.92, 1.1
0.15, 10.12, 0.85
0.73, 10.19, 4.1
1.19, 9.85, 6.89
1.65, 10.5, 8.93
1.84, 10.5, 9.94
2.22, 10.5, 11.94
2.57, 10.5, 13.75
2.57, 10.31, 14.0
3.22, 9.89, 18.03
3.41, 10.35, 18.24
3.37, 9.73, 19.1
3.03, 9.54, 17.62
3.33, 8.74, 20.86
3.22, 8.01, 21.9
3.14, 8.01, 21.41
3.14, 8.05, 21.31
3.45, 8.16, 22.92
3.68, 8.24, 24.07
3.76, 8.47, 23.94
3.56, 9.16, 21.24
2.41, 9.58, 14.12
2.34, 9.7, 13.56
1.69, 10.73, 8.95
0.61, 11.61, 3.01
0.27, 11.88, 1.3
-0.65, 12.3, -3.03
0.0, 12.15, 0.0
-1.23, 11.99, -5.86
-1.65, 11.38, -8.25
-1.8, 10.46, -9.76
-2.49, 9.5, -14.69
-2.53, 8.85, -15.95
-2.91, 8.7, -18.49
-2.76, 8.01, -19.01
-2.61, 8.12, -17.82
-2.57, 8.43, -16.95
-2.68, 9.27, -16.12
-2.34, 10.12, -13.02
-1.99, 10.58, -10.65
-1.38, 11.27, -6.98
-1.0, 12.07, -4.74
-0.27, 12.3, -1.26
0.0, 12.19, 0.0
0.61, 12.19, 2.86
1.46, 11.42, 7.29
1.19, 10.54, 6.44
2.07, 9.62, 12.14
2.18, 9.2, 13.33
2.3, 8.47, 15.19
2.34, 8.24, 15.85
2.45, 8.12, 16.79
2.41, 8.35, 16.1
2.38, 9.12, 14.63
2.15, 9.31, 13.0
1.76, 9.96, 10.02
1.46, 11.11, 7.49
1.07, 11.46, 5.33
0.46, 11.88, 2.22
0.11, 12.19, 0.52
-0.27, 12.03, -1.29
-1.07, 11.38, -5.37
-1.65, 11.15, -8.42
-1.84, 10.5, -9.94
-2.38, 9.92, -13.49
-1.57, 9.01, -9.88
-1.76, 8.28, -12.0
-1.69, 8.66, -11.04
-1.99, 8.93, -12.56
-1.65, 9.24, -10.12
-1.46, 10.04, -8.27
-1.07, 11.15, -5.48
